id,name,attribute,level,type,atk,def,passcode
13670,Sky Striker Ace - Raye,DARK,4,Warrior,1500,1500,26077387
13682,"Lilith, Lady of Lament",DARK,3,Fiend,2000,0,23898021
13683,"Darkest Diabolos, Lord of the Lair",DARK,8,Dragon,3000,2000,50383626
13684,"Ahrima, the Wicked Warden",DARK,4,Fiend,1700,0,86377375
13685,"Duke Shade, the Sinister Shadow Lord",DARK,4,Fiend,500,2000,12766474
13689,Keeper of Dragon Magic,DARK,4,Dragon,1800,1300,48048590
13692,Leotron,EARTH,4,Cyberse,2000,0,47226949
13693,Texchanger,DARK,1,Cyberse,100,100,74210057
13694,Widget Kid,EARTH,3,Cyberse,1500,900,10705656
13695,Cyberse White Hat,LIGHT,6,Cyberse,1800,2400,46104361
13700,Performapal Clay Breaker,EARTH,6,Warrior,2000,1000,8820526
13701,Fluffal Angel,LIGHT,2,Fairy,600,1200,45215225
13702,Kai-Den Kendo Spirit,WIND,5,Warrior,2400,1000,71614230
13704,Revendread Executor,DARK,8,Zombie,3000,0,34093683
13705,Vendread Anima,DARK,1,Zombie,0,0,70491682
13709,F.A. Dark Dragster,DARK,7,Machine,0,2000,6764709
13715,Archfiend's Awakening,DARK,6,Fiend,2500,1200,95825679
13717,SIMM Tablir,DARK,5,Cyberse,0,1800,67218327
13718,Cluster Congester,LIGHT,7,Cyberse,1000,2200,94703021
13719,Gouki Moonsault,EARTH,6,Warrior,1900,0,20191720
13720,Gouki Tagpartner,EARTH,5,Warrior,1700,0,67586735
13721,Gouki Ringtrainer,EARTH,1,Warrior,0,0,93581434
13722,Cyber Dragon Vier,LIGHT,4,Machine,1100,1600,29975188
13723,Cyber Dragon Herz,LIGHT,1,Machine,100,100,56364287
13724,Dragunity Senatus,WIND,4,Winged Beast,1800,600,92868896
13725,Dragunity Couse,WIND,2,Dragon,1000,200,29253591
13726,Crusadia Reclusia,FIRE,3,Spellcaster,400,2000,55241609
13727,Crusadia Arboria,WATER,3,Warrior,800,1800,91646304
13728,Crusadia Leonis,EARTH,3,Beast,1200,1600,28031913
13729,Crusadia Draco,WIND,4,Dragon,600,2000,54525057
13730,Crusadia Maximus,LIGHT,4,Psychic,1600,1000,81524756
13731,"World Legacy - ""World Crown""",DARK,6,Machine,2000,2000,27918365
13732,Impcantation Candoll,LIGHT,4,Pyro,0,0,53303460
13733,Impcantation Talismandra,DARK,6,Plant,0,0,80701178
13734,Metaphys Decoy Dragon,LIGHT,2,Wyrm,300,200,12196873
13735,Umbramirage the Elemental Lord,DARK,8,Fiend,2800,2200,59281822
13736,Cosmo Brain,DARK,7,Spellcaster,1500,2450,85679527
13737,Mana Dragon Zirnitron,DARK,6,Dragon,2200,1200,11074235
13738,Terrifying Toddler of Torment,DARK,3,Fiend,0,2000,48468330
13739,Psychic Ace,DARK,2,Psychic,1000,0,84453939
13740,Cupid Volley,LIGHT,1,Fairy,600,600,11851647
13741,Centerfrog,WATER,2,Aqua,100,2000,47346782
13742,Cyberse Magician,DARK,7,Cyberse,2500,2000,24731391
13743,"Ruin, Angel of Oblivion",LIGHT,4,Fairy,1700,1000,50139096
13744,"Demise, Agent of Armageddon",DARK,4,Fiend,1800,1000,86124104
13745,"Ruin, Supreme Queen of Oblivion",LIGHT,10,Fairy,2900,3000,13518809
13746,"Demise, Supreme King of Armageddon",DARK,10,Fiend,3000,3000,59913418
13747,Paladin of Storm Dragon,LIGHT,4,Cyberse,1900,900,86401517
13800,Orgoth the Relentless,EARTH,7,Warrior,2500,2450,15744417
13802,Prinzessin,LIGHT,4,Fairy,300,600,78527720
13803,Pumpkin Carriage,EARTH,3,Plant,0,300,14512825
13804,Iron Hans,EARTH,4,Warrior,1200,800,41916534
13805,Iron Knight,EARTH,4,Warrior,1700,700,73405179
13806,Glife the Phantom Bird,WIND,4,Winged Beast,1500,1500,899287
13807,Hexe Trude,DARK,8,Spellcaster,2600,2100,46294982
13811,Litmus Doom Swordsman,DARK,8,Warrior,0,0,72566043
13815,"Michion, the Timelord",FIRE,10,Fairy,0,0,7733560
13816,"Hailon, the Timelord",EARTH,10,Fairy,0,0,34137269
13817,"Raphion, the Timelord",WIND,10,Fairy,0,0,60222213
13818,"Gabrion, the Timelord",WATER,10,Fairy,0,0,6616912
13819,"Sandaion, the Timelord",LIGHT,10,Fairy,4000,4000,33015627
13829,Hayate the Earth Star,EARTH,5,Warrior,2100,0,7443908
13830,Tenma the Sky Star,LIGHT,5,Warrior,2100,1000,33837653
13831,Kaiki the Unity Star,LIGHT,5,Warrior,1000,2100,60822251
13834,Hibernation Dragon,DARK,3,Dragon,600,1500,69109764
13835,Triggering Wurm,DARK,2,Dragon,600,600,95504778
13839,Odd-Eyes Phantasma Dragon,DARK,8,Dragon,3000,2500,21770839
13842,Blue-Eyes Chaos Dragon,DARK,8,Dragon,3000,0,20654247
13843,Blue-Eyes Solid Dragon,LIGHT,8,Dragon,2500,2000,57043986
13848,Cyber Pharos,LIGHT,1,Machine,0,2100,29719112
13853,Blackwing - Simoon the Poison Wind,DARK,6,Winged Beast,1600,2000,81470373
13854,Blackwing - Auster the South Wind,DARK,4,Winged Beast,1300,0,17465972
13858,Photon Vanisher,LIGHT,4,Warrior,2000,0,43147039
13859,Photon Orbital,LIGHT,4,Machine,500,2000,89132148
13862,Abyss Actor - Mellow Madonna,DARK,7,Fiend,1800,2500,78310590
13863,Abyss Actor - Comic Relief,DARK,3,Fiend,1000,2000,15308295
13869,Latency,LIGHT,1,Cyberse,0,0,3560069
13870,Swap Cleric,EARTH,2,Cyberse,500,1000,30968774
13871,Defcon Bird,WIND,3,Cyberse,100,1700,76353872
13872,Micro Coder,DARK,1,Cyberse,300,0,2347477
13873,Prohibit Snake,LIGHT,2,Cyberse,500,1000,39732186
13874,Code Radiator,WATER,4,Cyberse,1600,800,75130221
13883,Astra Ghouls,EARTH,5,Zombie,0,2000,69170403
13884,Rain Bozu,LIGHT,7,Fairy,0,0,95568112
13888,Clock Wyvern,WIND,4,Cyberse,1800,1000,21830679
13889,Salamangreat Meer,FIRE,2,Cyberse,800,600,67225377
13890,Salamangreat Foxy,FIRE,3,Cyberse,1000,1200,94620082
13891,Salamangreat Falco,FIRE,4,Cyberse,1200,1600,20618081
13892,Salamangreat Jack Jaguar,FIRE,4,Cyberse,1800,1200,56003780
13893,Dinowrestler Capaptera,WIND,3,Dinosaur,1600,0,93507434
13894,Dinowrestler Capoeiraptor,EARTH,4,Dinosaur,1800,0,29996433
13895,Dinowrestler Systegosaur,EARTH,4,Dinosaur,1900,0,56980148
13896,Dinowrestler Pankratops,EARTH,7,Dinosaur,2600,0,82385847
13897,Galaxy Cleric,LIGHT,4,Spellcaster,1500,600,28770951
13898,Galaxy Brave,LIGHT,8,Warrior,0,0,55168550
13899,Gravekeeper's Headman,DARK,3,Spellcaster,500,1500,21663205
13900,Gravekeeper's Spiritualist,DARK,4,Spellcaster,1500,1500,58657303
13901,Orcust Brass Bombard,DARK,1,Machine,500,1900,94046012
13902,Orcust Cymbal Skeleton,DARK,3,Machine,1200,1500,21441617
13903,Orcust Harp Horror,DARK,4,Machine,1700,1400,57835716
13904,"World Legacy - ""World Wand""",DARK,8,Machine,500,2500,93920420
13905,Thunder Dragonmatrix,LIGHT,1,Thunder,0,2000,20318029
13906,Thunder Dragondark,DARK,5,Thunder,1600,1500,56713174
13907,Thunder Dragonhawk,LIGHT,6,Thunder,1800,2200,83107873
13908,Thunder Dragonroar,DARK,6,Thunder,2400,0,29596581
13909,Thunder Dragonduo,DARK,8,Thunder,2800,0,55591586
13910,Impcantation Penciplume,LIGHT,3,Psychic,0,0,82085295
13911,Impcantation Bookstone,DARK,5,Spellcaster,0,0,18474999
13912,Chaos Dragon Levianeer,DARK,8,Dragon,3000,0,55878038
13913,Mystrick Hulder,DARK,5,Spellcaster,1500,2400,81263643
13914,Diana the Light Spirit,LIGHT,4,Thunder,1700,1000,17257342
13915,Condemned Witch,DARK,4,Fairy,100,2000,44656450
13916,Bearblocker,DARK,3,Fiend,1600,0,80141055
13917,Gokipole,EARTH,3,Insect,1000,1200,17535764
13918,Token Collector,EARTH,4,Fiend,0,2000,43534808
13919,Two-for-One Team,LIGHT,2,Warrior,1200,1200,89928517
13920,Salamangreat Emerald Eagle,FIRE,8,Cyberse,2800,2000,16313112
13975,"Chaos Emperor, the Dragon of Armageddon",DARK,8,Dragon,3000,2500,4538826
13978,Danger! Bigfoot!,DARK,8,Beast,3000,0,43316238
13979,Danger! Nessie!,DARK,7,Aqua,1600,2800,70711847
13980,Danger! Chupacabra!,DARK,4,Fiend,1500,400,16209941
13981,Danger!? Jackalope?,DARK,3,Beast,500,2000,43694650
13984,Noble Knight Custennin,LIGHT,4,Warrior,1000,2000,42472002
13986,Noble Knight Pellinore,LIGHT,4,Warrior,1900,500,5361816
13988,"Super Armored Robot Armed Black Iron ""C""",EARTH,8,Insect,2400,2800,77754169
13989,"Shiny Black ""C"" Squadder",EARTH,4,Insect,2000,0,4148264
13990,Predaplant Spider Orchid,DARK,1,Plant,0,0,30537973
13991,Frightfur Meister,DARK,8,Fiend,0,0,77522571
13992,Valkyrie Dritte,LIGHT,4,Fairy,1000,1600,3026686
13993,Valkyrie Zweite,LIGHT,5,Fairy,1600,1600,30411385
13994,Valkyrie Erste,LIGHT,6,Fairy,1600,1800,66809920
13995,Valkyrie Brunhilde,LIGHT,7,Fairy,1800,2000,2204038
13996,Fortune Chariot,WIND,6,Fairy,1000,2000,39299733
14003,Yellow Ninja,WIND,4,Warrior,1900,1800,64749612
14004,Yellow Dragon Ninja,WIND,8,Dinosaur,3000,1500,90247311
14009,Matriarch of Nephthys,WIND,2,Spellcaster,600,600,52904476
14010,Disciple of Nephthys,WIND,2,Spellcaster,0,2000,98999181
14011,Chronicler of Nephthys,WIND,2,Spellcaster,300,1200,25397880
14012,Defender of Nephthys,WIND,2,Spellcaster,1400,200,51782995
14013,Devotee of Nephthys,WIND,2,Spellcaster,1200,1200,88176533
14014,Cerulean Sacred Phoenix of Nephthys,FIRE,8,Winged Beast,3000,1000,24175232
14020,Prank-Kids Lampsies,FIRE,3,Pyro,1500,500,18236002
14021,Prank-Kids Dropsies,WATER,2,Aqua,1000,1000,55725117
14022,Prank-Kids Fansies,WIND,1,Thunder,0,2000,81119816
14033,"Dakki, the Graceful Mayakashi",FIRE,2,Zombie,1000,0,42542842
14034,"Shafu, the Wheeled Mayakashi",EARTH,3,Zombie,1200,400,78936551
14035,"Tsukahagi, the Poisonous Mayakashi",EARTH,2,Zombie,0,2000,5325155
14036,"Hajun, the Winged Mayakashi",WIND,1,Zombie,600,400,41729254
14037,"Yasha, the Skeletal Mayakashi",DARK,5,Zombie,2000,0,77714963
14047,Cyber Dragon Nachster,LIGHT,1,Machine,200,200,1142880
14055,Tatsunecro,DARK,3,Zombie,500,1700,3096468
14056,Doomking Balerdroch,DARK,8,Zombie,2800,2000,39185163
14057,Necroworld Banshee,DARK,4,Zombie,1800,200,66570171
14058,Glow-Up Bloom,DARK,1,Zombie,0,0,92964816
14064,Shinobi Necro,DARK,2,Zombie,800,0,90020780
14065,Alviss of the Nordic Alfar,DARK,4,Spellcaster,1500,1000,27024795
14067,Danger! Thunderbird!,DARK,8,Winged Beast,2800,2400,90807199
14068,Danger! Dogman!,DARK,7,Beast-Warrior,2400,1000,26302107
14069,Danger! Mothman!,DARK,4,Insect,1800,400,52350806
14070,Danger!? Tsuchinoko?,DARK,3,Reptile,1300,0,99745551
14073,Noble Knight Iyvanne,LIGHT,4,Warrior,1700,1600,88923963
14074,"Morgan, the Enchantress of Avalon",DARK,3,Spellcaster,1300,1600,24027078
14078,Catche Eve L2,LIGHT,2,Cyberse,800,600,50690129
14079,Cyberse Synchron,DARK,1,Cyberse,100,100,86784733
14080,Salamangreat Wolvie,FIRE,4,Cyberse,1700,1000,13173832
14081,Salamangreat Parro,FIRE,5,Cyberse,2000,1000,59577547
14082,Salamangreat Foxer,FIRE,3,Cyberse,1200,1000,86962245
14083,Speedburst Dragon,DARK,6,Dragon,2400,600,12950294
14084,Rokket Synchron,DARK,1,Dragon,0,0,48355999
14085,Neo Space Connector,LIGHT,4,Warrior,800,1800,85840608
14086,T.G. Screw Serpent,WATER,4,Sea Serpent,1300,500,11234702
14087,T.G. Booster Raptor,WIND,1,Dinosaur,400,300,48633301
14088,T.G. Tank Grub,EARTH,1,Insect,0,0,74627016
14089,Guardragon Justicia,WATER,2,Dragon,0,2100,11012154
14090,Guardragon Garmides,EARTH,3,Dragon,1600,1000,43411769
14091,Guardragon Promineses,FIRE,1,Dragon,500,200,79905468
14092,Guardragon Andrake,WIND,4,Dragon,2000,600,6990577
14093,"World Legacy - ""World Ark""",DARK,7,Machine,2500,500,42388271
14094,Shiranui Spectralsword Shade,FIRE,3,Zombie,800,0,79783880
14095,Shiranui Swordmaster,FIRE,2,Zombie,600,0,5177985
14096,Shiranui Squire,FIRE,4,Zombie,1500,0,41562624
14097,Fantastical Dragon Phantazmay,DARK,7,Dragon,2400,1800,78661338
14098,Orcust Knightmare,DARK,7,Machine,100,2000,4055337
14099,Prank-Kids Rocksies,EARTH,4,Rock,1500,1500,31440046
14100,Madolche Petingcessoeur,EARTH,4,Fairy,1400,1400,77848740
14101,Psychic Wheeleder,EARTH,3,Psychic,600,0,3233859
14102,Psychic Tracker,EARTH,3,Psychic,1600,600,30227494
14103,Thunderclap Monk,LIGHT,4,Thunder,1900,200,66722103
14104,Lappis Dragon,WATER,5,Sea Serpent,0,2600,3111207
14105,Cataclysmic Scorching Sunburner,FIRE,8,Fairy,2600,200,39505816
14106,Squirt Squid,WATER,2,Aqua,0,1800,65500515
14107,Aloof Lupine,DARK,4,Beast,1700,300,92998610
14108,Extraceratops,EARTH,1,Warrior,100,100,38383368
14109,Impcantation Chalislime,DARK,7,Aqua,2500,1800,65877963
14162,Code Generator,EARTH,3,Cyberse,1300,500,30114823
14165,Harpie Perfumer,WIND,4,Winged Beast,1400,1300,39392286
14166,Harpie Oracle,WIND,4,Winged Beast,1300,1400,66386380
14170,Cyber Angel Izana,LIGHT,8,Fairy,2500,2600,91668401
14171,Cyber Egg Angel,LIGHT,2,Fairy,200,300,28053106
14176,Dark Rose Fairy,DARK,2,Fairy,800,1000,90724272
14177,Red Rose Dragon,DARK,3,Dragon,1000,1800,26118970
14181,Super Express Bullet Train,EARTH,10,Machine,3000,0,52481437
14182,Flying Pegasus Railroad Stampede,EARTH,4,Machine,1800,1000,88875132
14186,Lunalight Emerald Bird,DARK,4,Beast-Warrior,1200,1000,14152693
14187,Lunalight Yellow Marten,DARK,4,Beast-Warrior,800,2000,50546208
14192,White Rose Dragon,DARK,4,Dragon,1200,1000,12213463
14213,Magician of Chaos,DARK,7,Spellcaster,2500,2100,47963370
14221,Utopic Onomatopoeia,LIGHT,4,Warrior,1500,1500,8512558
14223,Odd-Eyes Advance Dragon,DARK,8,Dragon,3000,2500,61391302
14224,Performapal Smile Sorcerer,LIGHT,8,Spellcaster,2500,2000,7799906
14238,Salamangreat Raccoon,FIRE,1,Cyberse,400,800,53490455
14239,Salamangreat Mole,FIRE,1,Cyberse,0,0,89484053
14240,Salamangreat Gazelle,FIRE,3,Cyberse,1500,1000,26889158
14241,Salamangreat Spinny,FIRE,3,Cyberse,1000,1500,52277807
14242,Salamangreat Fowl,FIRE,4,Cyberse,1800,200,89662401
14243,Salamangreat Beat Bison,FIRE,8,Cyberse,2800,1000,25166510
14251,Firewall Guardian,DARK,4,Cyberse,100,2000,86605184
14252,Grid Sweeper,LIGHT,4,Cyberse,100,2000,13090893
14253,Salamangreat Fennec,FIRE,3,Cyberse,1600,200,49094491
14254,Overflow Dragon,DARK,1,Dragon,0,0,76589546
14255,Altergeist Fifinellag,DARK,2,Spellcaster,0,1000,12977245
14256,Dinowrestler Eskrimamenchi,EARTH,6,Dinosaur,2200,0,48372950
14257,Dinowrestler Coelasilat,EARTH,2,Dinosaur,100,800,75366958
14258,Dinowrestler Martial Anga,EARTH,5,Dinosaur,1600,0,11755663
14259,Destiny HERO - Drawhand,DARK,4,Warrior,1600,800,48150362
14260,Psi-Reflector,DARK,1,Psychic,400,300,74644400
14261,Assault Sentinel,EARTH,4,Beast-Warrior,1600,800,39015
14262,T.G. Halberd Cannon/Assault Mode,EARTH,12,Machine,4500,4500,47027714
14263,Super Quantum White Layer,LIGHT,7,Fairy,2400,2400,73422829
14264,Neo Flamvell Lady,FIRE,4,Pyro,1600,200,816427
14265,"Filo, Messenger Fur Hire",WIND,1,Winged Beast,0,0,36205132
14266,"Yuki-Musume, the Ice Mayakashi",WATER,1,Zombie,0,1900,72700231
14267,Knightmare Incarnation Idlee,DARK,9,Fairy,2100,2100,9794980
14268,World Legacy Guardragon Mardark,WIND,9,Dragon,2600,3000,35183584
14269,Deus X-Krawler,EARTH,9,Insect,2000,3000,62587693
14270,Omni Dragon Brotaur,DARK,1,Dragon,0,0,8972398
14271,Chaos Betrayer,DARK,6,Fiend,2000,2000,34966096
14272,Loud Cloud the Storm Serpent,WATER,5,Reptile,0,2000,61465001
14273,Xyz Slidolphin,WATER,4,Sea Serpent,1200,1800,7850740
14274,Star Staring Starling,WIND,4,Winged Beast,1000,1500,34244455
14275,Ghost Sister & Spooky Dogwood,WATER,3,Zombie,0,1800,60643553
14276,Handigallop,EARTH,1,Beast,0,0,97637162
14277,Emperor Maju Garzett,DARK,9,Fiend,0,0,33022867
14278,Cupid Dunk,LIGHT,4,Fairy,1800,600,69526976
14279,"Crealtar, the Impcantation Originator",LIGHT,10,Fiend,3000,3000,96915510
14339,Speedroid Marble Machine,WIND,2,Machine,200,100,96708940
14340,Speedroid Hexasaucer,WIND,4,Machine,100,1600,23792058
14341,Performapal Kuribohble,DARK,1,Fiend,300,200,69181753
14351,Danger! Ogopogo!,DARK,8,Sea Serpent,1200,3000,83518674
14352,Super Anti-Kaiju War Machine Mecha-Thunder-King,LIGHT,9,Machine,2200,2100,29913783
14353,Time Thief Winder,DARK,4,Psychic,1800,1300,56308388
14354,Time Thief Bezel Ship,DARK,4,Machine,1000,2000,82496097
14355,Time Thief Regulator,DARK,4,Machine,600,200,19891131
14359,Valkyrie Sechste,LIGHT,1,Fairy,0,2000,44163252
14360,Valkyrie Vierte,LIGHT,3,Fairy,1400,1400,81558967
14363,All-Eyes Phantom Dragon,LIGHT,10,Dragon,3000,2500,70335319
14366,Magician of Black Chaos MAX,DARK,8,Spellcaster,2800,2600,79613121
14367,"Exodia, the Legendary Defender",DARK,10,Spellcaster,-1,-1,5008836
14368,Palladium Oracle Mana,LIGHT,6,Spellcaster,2000,1700,42006475
14369,Red-Eyes Alternative Black Dragon,DARK,7,Dragon,2400,2000,18491580
14370,Neo Kaiser Glider,LIGHT,6,Dragon,2400,2200,45885288
14379,Malefic Paradox Gear,DARK,1,Machine,0,0,48829461
14386,Angraecum Umbrella,WATER,3,Spellcaster,500,1500,73979030
14387,Firebrand Hymnist,FIRE,3,Pyro,800,200,373085
14391,Infinitrack Harvester,EARTH,2,Machine,0,2100,35645105
14392,Infinitrack Anchor Drill,EARTH,4,Machine,1800,500,62034800
14393,Infinitrack Crab Crane,EARTH,5,Machine,2100,500,98439949
14394,Infinitrack Drag Shovel,EARTH,5,Machine,1500,2100,34923554
14395,Infinitrack Trencher,EARTH,5,Machine,500,2400,61912252
14396,Infinitrack Tunneller,EARTH,5,Machine,2200,500,97316367
14404,Witchcrafter Potterie,EARTH,2,Spellcaster,0,2000,59851535
14405,Witchcrafter Pittore,WATER,3,Spellcaster,1000,1500,95245544
14406,Witchcrafter Schmietta,FIRE,4,Spellcaster,1800,600,21744288
14407,Witchcrafter Edel,LIGHT,5,Spellcaster,2000,2300,58139997
14408,Witchcrafter Haine,DARK,7,Spellcaster,2400,1000,84523092
14409,Witchcrafter Madame Verre,LIGHT,8,Spellcaster,1000,2800,21522601
14417,"Serziel, Watcher of the Evil Eye",DARK,4,Fiend,1600,1400,82466274
14418,"Medusa, Watcher of the Evil Eye",DARK,4,Fiend,1400,1600,18551923
14419,"Catoblepas, Familiar of the Evil Eye",DARK,3,Fiend,600,1900,45955628
14420,"Basilius, Familiar of the Evil Eye",DARK,3,Fiend,400,2000,81344637
14431,Flip Frozen,WATER,1,Cyberse,500,500,32176662
14432,Bravedrive,FIRE,4,Cyberse,1500,1000,78161361
14433,Rebuildeer,WIND,4,Cyberse,1800,800,4550066
14434,Threshold Borg,EARTH,7,Cyberse,2400,2000,31944175
14439,"Endymion, the Mighty Master of Magic",DARK,7,Spellcaster,2800,1700,3611830
14440,Reflection of Endymion,LIGHT,7,Spellcaster,1850,2700,39000945
14441,Magister of Endymion,EARTH,3,Spellcaster,1500,900,66104644
14442,Servant of Endymion,WIND,3,Spellcaster,900,1500,92559258
14447,Performapal Turn Trooper,LIGHT,4,Warrior,1200,1200,220414
14448,D/D Ark,DARK,4,Fiend,0,2000,36614113
14449,Rescue Interlacer,LIGHT,3,Cyberse,1000,1200,63009228
14450,Cross Debug,DARK,2,Cyberse,900,600,9097866
14451,Marincess Sea Horse,WATER,3,Cyberse,1400,1000,36492575
14452,Marincess Sea Star,WATER,2,Cyberse,800,400,62886670
14453,DMZ Dragon,DARK,4,Dragon,0,2000,98371278
14454,Dinowrestler Martial Ankylo,EARTH,2,Dinosaur,1000,0,35770983
14455,Dinowrestler Rambrachio,EARTH,5,Dinosaur,1600,0,61764082
14456,Tenyi Spirit - Adhara,EARTH,1,Wyrm,0,0,98159737
14457,Tenyi Spirit - Shthana,WATER,4,Wyrm,400,2000,24557335
14458,Tenyi Spirit - Mapura,FIRE,4,Wyrm,600,1500,60942444
14459,Tenyi Spirit - Nahata,WIND,4,Wyrm,800,1000,97036149
14460,Tenyi Spirit - Vishuda,DARK,7,Wyrm,1500,2500,23431858
14461,"Simorgh, Bird of Beginning",WIND,1,Winged Beast,0,1600,50820852
14462,"Simorgh, Bird of Bringing",WIND,2,Winged Beast,1000,1000,96214561
14463,"Simorgh, Bird of Calamity",WIND,3,Winged Beast,1500,200,23619206
14464,"Simorgh, Bird of Protection",WIND,4,Winged Beast,1400,1000,59707204
14465,"Simorgh, Lord of the Storm",WIND,8,Winged Beast,2900,2000,95192919
14466,Simorgh of Darkness,DARK,8,Winged Beast,2900,2000,22586618
14467,Yosenju Sabu,WIND,4,Beast-Warrior,1700,400,58981727
14468,Yosenju Izna,WIND,4,Beast-Warrior,800,1200,85970321
14469,Mayosenju Hitot,WIND,10,Beast,2000,3000,21364070
14470,Fortune Lady Past,DARK,1,Spellcaster,-1,-1,57869175
14471,B.E.S. Blaster Cannon Core,EARTH,9,Machine,2500,3000,84257883
14472,Vic Viper T301,LIGHT,4,Machine,1200,800,10642488
14473,Reptilianne Lamia,DARK,2,Reptile,0,0,57647597
14474,Megistric Maginician,FIRE,1,Spellcaster,0,2000,83035296
14475,Cataclysmic Cryonic Coldo,WIND,8,Fairy,2600,200,19420830
14476,Beatraptor,EARTH,4,Dinosaur,1400,2000,46924949
14477,"Tlakalel, His Malevolent Majesty",DARK,5,Fiend,2400,1000,82319644
14478,Spirit Sculptor,LIGHT,4,Fairy,1600,2100,19307353
14479,Reversible Beetle,EARTH,3,Insect,1100,1500,45702357
14480,"Gizmek Orochi, the Serpentron Sky Slasher",DARK,8,Machine,2450,2450,71197066
14481,Voltester,DARK,7,Thunder,2500,1000,18585765
14482,Ranryu,WIND,4,Dragon,1500,200,44680819
14483,Witchcrafter Golem Aruru,LIGHT,8,Spellcaster,2800,0,71074418
14484,"Avida, Rebuilder of Worlds",LIGHT,11,Cyberse,3500,3500,17469113
14485,Magicalibra,WATER,4,Spellcaster,1000,1000,43857222
14530,Gnomaterial,EARTH,1,Fairy,0,1000,58655504
14536,Valkyrie Funfte,LIGHT,2,Fairy,800,1200,46701379
14537,Valkyrie Erda,LIGHT,8,Fairy,2000,2200,83705073
14538,Valkyrie Chariot,WIND,3,Fairy,500,1000,19190082
14543,Salamangreat Coyote,FIRE,3,Cyberse,1000,200,71861848
14545,Rogue of Endymion,FIRE,3,Spellcaster,1500,200,44640691
14546,Ipiria,EARTH,2,Reptile,500,500,70744296
14550,Fortune Fairy Hikari,LIGHT,1,Spellcaster,0,0,6311717
14551,Fortune Fairy En,FIRE,2,Spellcaster,0,0,32305461
14552,Fortune Fairy Hu,WIND,3,Spellcaster,0,0,79890560
14553,Fortune Fairy Swee,WATER,4,Spellcaster,0,0,5298175
14554,Fortune Fairy Ann,DARK,5,Spellcaster,0,0,31683874
14555,Fortune Fairy Chee,EARTH,6,Spellcaster,0,0,68078978
14559,T.G. Gear Zombie,DARK,1,Zombie,600,0,94350039
14560,T.G. Drill Fish,WATER,1,Fish,100,800,30348744
14561,T.G. Metal Skeleton,DARK,2,Zombie,1100,0,66733743
14567,Battlewasp - Pin the Bullseye,WIND,1,Insect,200,300,65899613
14568,Battlewasp - Dart the Hunter,WIND,1,Insect,100,100,91283212
14569,Battlewasp - Sting the Poison,WIND,2,Insect,400,800,28388927
14570,Battlewasp - Twinbow the Attacker,WIND,3,Insect,1000,500,54772065
14571,Battlewasp - Arbalest the Rapidfire,WIND,4,Insect,1800,800,90161770
14581,Curse Necrofear,DARK,8,Fiend,2800,2200,14509651
14582,Dark Spirit of Banishment,DARK,3,Fiend,1600,0,51993760
14583,Dark Spirit of Malice,DARK,3,Fiend,1600,0,87988305
14587,Evil HERO Adusted Gold,LIGHT,4,Fiend,2100,800,13650422
14588,Evil HERO Sinister Necrom,DARK,5,Fiend,1600,1800,45659520
14591,Earthbound Greater Linewalker,DARK,8,Fiend,2900,2900,45836982
14592,"Ascator, Dawnwalker",EARTH,5,Spellcaster,2300,1500,71821687
14593,"Supay, Duskwalker",EARTH,5,Spellcaster,2200,1900,17315396
14597,Gimmick Puppet Terror Baby,DARK,4,Machine,500,0,43598843
14598,Gimmick Puppet Bisque Doll,DARK,8,Machine,1000,1000,79086452
14602,Predaplant Heliamphorhynchus,DARK,8,Plant,1200,2400,5259518
14606,Red Blossoms from Underroot,DARK,1,Fiend,0,0,71521025
14607,Link Apple,FIRE,1,Cyberse,0,0,7925734
14608,Flying Red Carp,WATER,4,Fish,500,500,33314479
14614,Silverrokket Dragon,DARK,4,Dragon,1900,100,32476603
